"id","word","type","translation_fr","example_1_en","example_1_fr","example_2_en","example_2_fr","example_3_en","example_3_fr","scramble_easy_sentence","scramble_easy_words","scramble_medium_sentence","scramble_medium_words","scramble_hard_sentence","scramble_hard_words"
"276","comprehensive","adjective","complet","The comprehensive report covers all aspects of the project.","Le rapport complet couvre tous les aspects du projet.","She gave a comprehensive overview during the meeting.","Elle a donné un aperçu complet pendant la réunion.","Our comprehensive insurance plan includes medical and dental coverage.","Notre plan d'assurance complet inclut une couverture médicale et dentaire.","This comprehensive guide is essential for travelers.","guide / travelers / essential / This / comprehensive / for / is","The company offers a comprehensive training program to improve employee skills.","company / comprehensive / program / offers / employee / to / skills / training / The / a / improve","Our new comprehensive policy, which includes both environmental and social guidelines, aims to enhance corporate responsibility.","comprehensive / policy, / new / Our / guidelines, / includes / both / environmental / and / social / aims / to / enhance / corporate / responsibility / which"
"274","contribute","verb","contribuer","Employees are encouraged to contribute ideas during the meeting.","Les employés sont encouragés à contribuer des idées pendant la réunion.","She contributed a significant amount of funding to the project.","Elle a contribué une somme importante de financement au projet.","The volunteer will contribute his time to help with the event.","Le bénévole contribuera son temps pour aider lors de l'événement.","Please contribute your feedback by Friday.","Please / contribute / your / feedback / by / Friday","We would appreciate if you could contribute additional resources for the upcoming campaign.","We / would / appreciate / if / you / could / contribute / additional / resources / for / the / upcoming / campaign","Despite the challenges, the team decided to contribute a portion of their budget toward enhancing customer satisfaction.","Despite / the / challenges, / the / team / decided / to / contribute / a / portion / of / their / budget / toward / enhancing / customer / satisfaction"
"279","compromise","verb","faire un compromis","We need to compromise on the budget to meet the deadline.","Nous devons faire un compromis sur le budget pour respecter la date limite.","The two parties compromised by agreeing to share the costs equally.","Les deux parties ont fait un compromis en acceptant de partager les coûts également.","She compromised her schedule to accommodate the client’s request.","Elle a compromis son emploi du temps pour répondre à la demande du client.","We must compromise on the project timeline.","We / must / compromise / on / the / project / timeline.","The manager compromised by reducing the overtime hours for staff.","The / manager / compromised / by / reducing / the / overtime / hours / for / staff.","In order to secure the partnership, both companies compromised their initial profit-sharing terms.","In / order / to / secure / the / partnership, / both / companies / compromised / their / initial / profit-sharing / terms."
"278","deadline","noun","date limite","The project deadline is next Friday.","La date limite du projet est vendredi prochain.","Please submit the report before the deadline.","Veuillez soumettre le rapport avant la date limite.","We missed the deadline for the grant application.","Nous avons manqué la date limite pour la demande de subvention.","Submit the report by the deadline.","deadline / Submit / report / by / the / the","All employees must meet the new deadline today to avoid penalties.","today / employees / the / avoid / All / new / penalty / deadline / must / meet / the","The company announced the extended deadline for the quarterly review will be postponed until next month.","review / The / postponed / company / extended / next / deadline / for / will / until / the / month / announced / quarterly"
"280","control","noun","contrôle","The manager will control the budget for the project.","Le gestionnaire contrôlera le budget du projet.","She needs to control her emotions during negotiations.","Elle doit contrôler ses émotions pendant les négociations.","They implemented a new system to control data access.","Ils ont mis en place un nouveau système pour contrôler l'accès aux données.","The team will control the meeting.","The / team / will / control / the / meeting","To ensure quality, the supervisor must control all production processes.","To / ensure / quality, / the / supervisor / must / control / all / production / processes","Despite the challenges, the project manager will control every aspect of the supply chain to maintain efficiency.","Despite / the / challenges, / the / project / manager / will / control / every / aspect / of / the / supply / chain / to / maintain / efficiency"
"282","compulsory","adjective","obligatoire","The company requires a compulsory training session for all employees.","L'entreprise exige une séance de formation obligatoire pour tous les employés.","Attendance at the meeting is compulsory for managers.","La présence à la réunion est obligatoire pour les gestionnaires.","A compulsory fee must be paid before boarding the flight.","Un frais obligatoire doit être payé avant l'embarquement du vol.","The mandatory policy applies to everyone.","The / mandatory / policy / applies / to / everyone.","All staff must complete the compulsory safety training before starting their shift.","All / staff / must / complete / the / compulsory / safety / training / before / starting / their / shift.","The new regulations make it compulsory for all employees to submit a detailed report by the end of the quarter.","The / new / regulations / make / it / compulsory / for / all / employees / to / submit / a / detailed / report / by / the / end / of / the / quarter."
"281","deal","noun","affaire","We need to finalize the deal before the meeting.","Nous devons finaliser l'affaire avant la réunion.","The company offered a generous deal to new employees.","La société a proposé une généreuse affaire aux nouveaux employés.","He was skeptical about the deal's terms.","Il était sceptique quant aux termes de l'affaire.","The deal is ready for signing.","The / deal / is / ready / for / signing","Please review the contract details before we proceed with the final deal.","Please / review / the / contract / details / before / we / proceed / with / the / final / deal","After negotiations, the executive agreed to a revised deal that benefits both parties equally and ensures long-term growth.","After / negotiations, / the / executive / agreed / to / a / revised / deal / that / benefits / both / parties / equally / and / ensures / long-term / growth"
"283","control panel","noun","panneau de contrôle","The engineer checked the control panel before starting the machine.","L'ingénieur a vérifié le panneau de contrôle avant de démarrer la machine.","Please update the software on the control panel to improve efficiency.","Veuillez mettre à jour le logiciel sur le panneau de contrôle pour améliorer l'efficacité.","The control panel displays real-time data for monitoring production.","Le panneau de contrôle affiche des données en temps réel pour surveiller la production.","The control panel is located in the main room.","The / control / panel / is / located / in / the / main / room","Operators must calibrate the control panel daily to maintain accurate readings.","Operators / must / calibrate / the / control / panel / daily / to / maintain / accurate / readings","During maintenance, technicians will replace the faulty sensors on the control panel and verify its functionality.","During / maintenance,/ technicians / will / replace / the / faulty / sensors / on / the / control / panel / and / verify / its / functionality"
"284","debit","noun","débit","The debit card was declined at the restaurant.","La carte de débit a été refusée au restaurant.","Please record the debit in the expense report.","Veuillez enregistrer le débit dans le rapport des dépenses.","Our monthly debit for utilities is due next week.","Notre débit mensuel pour les services publics est dû la semaine prochaine.","I need to check my debit balance.","debit / balance / I / check / need / my / to","The manager asked the accountant to verify all debits before filing.","manager / accountant / verify / all / before / filing / The / asked / the / debits / to","During the audit, we discovered several unauthorized debits that had been overlooked by the finance team.","audit, / During / finance / team / we / uncovered / unauthorized / debits / had / overlooked / by / the / several / that / discovered / was"
"286","convenient","adjective","pratique","The hotel offers convenient parking for guests.","L'hôtel propose un stationnement pratique pour les clients.","We chose a convenient meeting time that worked for everyone.","Nous avons choisi une heure de réunion pratique qui convenait à tout le monde.","This app provides convenient access to your bank account.","Cette application offre un accès pratique à votre compte bancaire.","The meeting is convenient for all participants.","participants / convenient / for / the / meeting / is","The new office location offers convenient access to public transportation and nearby restaurants.","restaurants / public / convenient / location / offices / at / the / near / transport / to / offers / new / access / meetings","Our company has implemented a convenient online booking system that allows customers to reserve conference rooms at any time.","time / customers / system / our / any / conference / convenient / booking / at / allow / online / room / company / implement / reserve / has / the / to / rooms"
"285","concede","verb","conceder","The company conceded that the project would be delayed.","L'entreprise a reconnu que le projet serait retardé.","After negotiations, he conceded to the new terms.","Après les négociations, il a accepté les nouveaux termes.","She conceded her mistake during the meeting.","Elle a admis son erreur lors de la réunion.","The manager conceded the proposal after discussion.","after / the / manager / discussion / The / proposal / conceded","During the audit, the auditor conceded that some records were missing.","audit,, during / the / auditor / conceded / some / records / were / missing / that / the","Despite initial objections, the board finally conceded to invest additional resources in the new marketing campaign.","objections,, the / board / finally / conceded / to / invest / additional / resources / in / the / new / marketing / campaign / initial"
"288","concern","noun","préoccupation","The company has a concern about the new regulation.","L'entreprise a une préoccupation concernant la nouvelle réglementation.","I am concerned about the safety of our products.","Je suis préoccupé par la sécurité de nos produits.","Customer concerns were addressed during the meeting.","Les préoccupations des clients ont été abordées lors de la réunion.","We must address all customer concerns.","We / must / address / all / customer / concerns","The manager expressed concern over the delayed shipment to the client.","The / manager / expressed / concern / over / the / delayed / shipment / to / the / client","Despite the initial concerns, the project was approved after a thorough risk assessment and all stakeholders were satisfied.","Despite / the / initial / concerns, / the / project / was / approved / after / a / thorough / risk / assessment / and / all / stakeholders / were / satisfied"
"287","debt","noun","dette","The company reported a high level of debt after the merger.","La société a déclaré un niveau élevé de dette après la fusion.","She has to pay off her student debt before graduation.","Elle doit rembourser sa dette étudiante avant l'obtention du diplôme.","Investors are concerned about the rising corporate debt.","Les investisseurs s'inquiètent de la hausse de la dette d'entreprise.","I owe a small amount of debt.","amount / debt / small / I / owe / of / a","The bank will review the client's debt status before approving the loan.","loan / the / before / status / debt / client’s / reviewing / will / the / bank / approving / The","Despite the company's strong revenue growth, its debt-to-equity ratio remains a concern for potential investors in the current market.","growth, / debt-to-equity / investors / company’s / current / a / its / concern / in / the / remains / revenue / the / strong / The / loan / bank / reviewing / will / status"
"289","conveniently","adverb","convenablement","The hotel offers conveniently located rooms near the airport.","L'hôtel propose des chambres situées de façon pratique près de l'aéroport.","We can conveniently download the report from our portal.","Nous pouvons télécharger le rapport depuis notre portail de manière pratique.","She conveniently packed all her documents in one folder.","Elle a emballé tous ses documents dans un seul dossier de façon pratique.","You can conveniently access the files online.","files / you / conveniently / can / online. / the / access","Customers will conveniently receive their packages within two days.","receive / customers / conveniently / within / days. / will / packages / their / two","The new software allows users to conveniently manage multiple accounts simultaneously without any hassle.","allows / users / simultaneously / new / The / software / conveniently / manage / accounts / without / multiple / to / any / hassle."
"291","conclude","verb","conclure","We will conclude the meeting at 4 PM.","Nous conclurons la réunion à 16 heures.","The report concludes that sales increased by 10%.","Le rapport conclut que les ventes ont augmenté de 10 %.","Please conclude your presentation with a summary.","Veuillez conclure votre présentation par un résumé.","Finish the discussion now.","Finish / the / discussion / now","After reviewing all data, we will conclude the project next week.","After / reviewing / all / data, / we / will / conclude / the / project / next / week","In order to finalize the contract, the team must first conclude all pending negotiations before signing.","In / order / to / finalize / the / contract, / the / team / must / first / conclude / all / pending / negotiations / before / signing"
"292","convince","verb","convaincre","I will convince him to join our project.","Je le convaincrai de rejoindre notre projet.","The manager convinced the client to accept the new proposal.","Le gestionnaire a convaincu le client d'accepter la nouvelle proposition.","Despite initial objections, the senior executive successfully convinced all stakeholders that the investment strategy would yield significant returns.","Malgré les objections initiales, l'exécutif supérieur a réussi à convaincre toutes les parties prenantes que la stratégie d'investissement produirait des rendements significatifs.","I will convince him","I / will / convince / him","The manager convinced the client to accept the new proposal today","The / manager / convinced / the / client / to / accept / the / new / proposal / today","Despite initial objections, the senior executive successfully convinced all stakeholders that the investment strategy would yield significant returns","Despite / initial / objections, / the / senior / executive / successfully / convinced / all / stakeholders / that / the / investment / strategy / would / yield / significant / returns"
"294","conclusion","noun","conclusion","The report ends with a clear conclusion.","Le rapport se termine par une conclusion claire.","After reviewing the data, we reached a conclusion about market trends.","Après avoir examiné les données, nous avons conclu sur les tendances du marché.","She presented her conclusion to the board during the meeting.","Elle a présenté sa conclusion au conseil lors de la réunion.","The project has a final conclusion.","The / project / has / a / final / conclusion.","After analyzing all feedback, we formulated our final conclusion for the campaign.","After / analyzing / all / feedback, / we / formulated / our / final / conclusion / for / the / campaign.","Despite initial doubts, the committee reached a definitive conclusion after extensive deliberations and data analysis.","Despite / initial / doubts, / the / committee / reached / a / definitive / conclusion / after / extensive / deliberations / and / data / analysis."
"293","decorate","verb","décorer","The office manager will decorate the conference room before the meeting.","Le responsable de bureau va décorer la salle de conférence avant la réunion.","We plan to decorate the hotel lobby with seasonal flowers.","Nous prévoyons de décorer le hall d'hôtel avec des fleurs saisonnières.","She asked the interior designer to decorate the new apartment.","Elle a demandé au décorateur d'intérieur de décorer le nouvel appartement.","The team will decorate the new office space.","The / team / will / decorate / the / new / office / space","Before the launch, the marketing department will decorate the product showcase area.","Before / the / launch, / the / marketing / department / will / decorate / the / product / showcase / area","During the annual corporate retreat, the facilities team will decorate the banquet hall with a modern theme and elegant lighting.","During / the / annual / corporate / retreat, / the / facilities / team / will / decorate / the / banquet / hall / with / a / modern / theme / and / elegant / lighting"
"295","convincing","adjective","convaincant","The presentation was convincing, and the client signed the contract.","La présentation était convaincante, et le client a signé le contrat.","She gave a convincing argument that convinced the board.","Elle a donné un argument convaincant qui a convaincu le conseil.","His convincing sales pitch increased revenue by 20%.","Son discours de vente convaincant a augmenté les revenus de 20 %.","The report was convincing.","The / report / was / convincing","Our new product launch was very convincing to investors.","Our / new / product / launch / was / very / convincing / to / investors","Despite the initial doubts, the CEO delivered a convincing presentation that secured funding for the project.","Despite / the / initial / doubts, / the / CEO / delivered / a / convincing / presentation / that / secured / funding / for / the / project."
"290","decision","noun","décision","The manager made a quick decision.","Le gestionnaire a pris une décision rapide.","After reviewing the data, we reached a final decision regarding the project.","Après avoir examiné les données, nous avons pris une décision finale concernant le projet.","Despite initial objections from stakeholders, the executive committee ultimately approved the strategic decision to expand into new markets next quarter.","Malgré les objections initiales des parties prenantes, le comité exécutif a finalement approuvé la décision stratégique d'étendre nos activités sur de nouveaux marchés au prochain trimestre.","The manager made a quick decision.","The / manager / made / a / quick / decision.","After reviewing the data, we reached a final decision regarding the project.","the / decision / data, / After / reaching / the / final / we / project / a / reviewing / regarding.","Despite initial objections from stakeholders, the executive committee ultimately approved the strategic decision to expand into new markets next quarter.","the / stakeholders, / decision / to / committee / expanding / the / quarter / new / strategic / Despite / initial / objections / from / markets / ultimately / executive / approve / into."
"296","decrease","verb","diminuer","The company expects a decrease in sales next quarter.","La société s'attend à une diminution des ventes au prochain trimestre.","We need to decrease the budget by 10% to stay within limits.","Nous devons diminuer le budget de 10 % pour rester dans les limites.","A sudden decrease in temperature caused the meeting to be postponed.","Une baisse soudaine de température a entraîné le report de la réunion.","The sales will decrease soon.","The / sales / will / decrease / soon","We must decrease production costs before the audit to meet regulatory standards.","We / must / decrease / production / costs / before / the / audit / to / meet / regulatory / standards","Despite the market's volatility, we plan to decrease our marketing spend by 15% while maintaining brand visibility across all channels.","Despite / the / market's / volatility, / we / plan / to / decrease / our / marketing / spend / by / 15% / while / maintaining / brand / visibility / across / all / channels"
"297","concourse","noun","hall d'embarquement","The airline announced that the new concourse will be open by next month.","La compagnie aérienne a annoncé que le nouveau hall d'embarquement sera ouvert d'ici le mois prochain.","Passengers should check the concourse for any changes in flight schedules.","Les passagers doivent vérifier le hall d'embarquement pour tout changement dans les horaires de vol.","During the conference, attendees moved through the concourse to reach their rooms.","Pendant la conférence, les participants se sont déplacés à travers le hall d'embarquement pour atteindre leurs salles.","The concourse is busy today.","The / concourse / is / busy / today","Employees will use the concourse to access the new conference rooms tomorrow morning.","Employees / will / use / the / concourse / to / access / the / new / conference / rooms / tomorrow / morning","After the renovation, the concourse now offers a panoramic view of the city skyline from its glass balcony.","After / the / renovation / , / the / concourse / now / offers / a / panoramic / view / of / the / city / skyline / from / its / glass / balcony"
"300","condition","noun","condition","The company's financial condition is improving after the new investment.","La condition financière de l'entreprise s'améliore après le nouvel investissement.","Please check the condition of the equipment before starting the production line.","Veuillez vérifier la condition de l'équipement avant de démarrer la ligne de production.","We need to evaluate the condition of the contract terms for compliance.","Nous devons évaluer la condition des termes du contrat pour assurer la conformité.","The project deadline is approaching soon.","The / project / deadline / is / approaching / soon","Employees must report any changes in their health condition to the manager immediately.","Employees / must / report / any / changes / in / their / health / condition / to / the / manager / immediately","The audit team will assess the current financial condition of all subsidiaries before finalizing the quarterly report for stakeholders.","The / audit / team / will / assess / the / current / financial / condition / of / all / subsidiaries / before / finalizing / the / quarterly / report / for / stakeholders"
"299","dedicate","verb","dédié","The company will dedicate the new office to its employees.","La société consacrera le nouveau bureau à ses employés.","She dedicated her time to volunteering at the local shelter.","Elle a dédié son temps au bénévolat dans le refuge local.","We dedicate this report to our clients' success.","Nous dédions ce rapport au succès de nos clients.","The team will dedicate the project.","The / team / will / dedicate / the / project","Our manager dedicated the new budget to marketing initiatives.","Our / manager / dedicated / the / new / budget / to / marketing / initiatives","The organization has decided to dedicate a portion of its annual revenue to community outreach programs for development.","The / organization / has / decided / to / dedicate / a / portion / of / its / annual / revenue / to / community / outreach / programs / for / development"
"301","corporation","noun","corporation","The corporation announced a new product line this quarter.","La corporation a annoncé une nouvelle ligne de produits ce trimestre.","Employees at the corporation are required to attend the annual meeting.","Les employés de la corporation doivent assister à la réunion annuelle.","The corporation's headquarters is located in New York City.","Le siège social de la corporation est situé à New York City.","The corporation will open a new office.","The / corporation / will / open / a / new / office","Employees at the corporation must submit their reports by Friday morning.","Employees / at / the / corporation / must / submit / their / reports / by / Friday / morning","The corporation's board of directors decided to invest in renewable energy projects across multiple regions in the near future.","The / corporation's / board / of / directors / decided / to / invest / in / renewable / energy / projects / across / multiple / regions / in / the / near / future"
"302","deduct","verb","déduire","The accountant will deduct the expenses from the total revenue.","Le comptable déduira les dépenses du revenu total.","Please deduct the tax amount before submitting the invoice.","Veuillez déduire le montant de la taxe avant d'envoyer la facture.","We need to deduct the overtime hours from the payroll.","Nous devons déduire les heures supplémentaires de la paie.","Subtract the cost from the budget.","Subtract / the / cost / from / the / budget","The manager will deduct the bonus after reviewing the performance report.","The / manager / will / deduct / the / bonus / after / reviewing / the / performance / report","Before finalizing the budget, we must deduct all miscellaneous expenses and adjust the projected revenue accordingly.","Before / finalizing / the / budget, / we / must / deduct / all / miscellaneous / expenses / and / adjust / the / projected / revenue / accordingly"
"303","defect","noun","défaut","The product has a defect that needs repair.","Le produit présente un défaut qui nécessite une réparation.","We identified a defect in the software during testing.","Nous avons identifié un défaut dans le logiciel lors des tests.","Customers reported a defect in the packaging material.","Les clients ont signalé un défaut dans le matériau d'emballage.","The defect must be fixed immediately.","The / defect / must / be / fixed / immediately","Please report any defects found in the shipment before delivery today.","Please / report / any / defects / found / in / the / shipment / before / delivery / today","During the quality inspection, we discovered several defects that could compromise the safety of the final product.","During / the / quality / inspection , / we / discovered / several / defects / that / could / compromise / the / safety / of / the / final / product"
"298","corporate","adjective","corporatif","The corporate policy requires all employees to submit reports by Friday.","La politique corporative exige que tous les employés soumettent des rapports avant vendredi.","Our corporate headquarters is located in New York City.","Notre siège corporatif est situé à New York.","She was promoted to a corporate manager after two years.","Elle a été promue au poste de gestionnaire corporatif après deux ans.","Corporate meetings are scheduled for Monday.","Corporate / meetings / are / scheduled / for / Monday.","The corporate team will present the quarterly results to investors next week.","The / corporate / team / will / present / the / quarterly / results / to / investors / next / week.","After reviewing the corporate financial statements, the board decided to allocate additional resources for global expansion.","After / reviewing / the / corporate / financial / statements, / the / board / decided / to / allocate / additional / resources / for / global / expansion."
"304","diagnose","verb","diagnostiquer","The doctor will diagnose the patient's symptoms before prescribing medication.","Le médecin diagnostiquera les symptômes du patient avant de prescrire un médicament.","Our IT team can diagnose network issues quickly during peak hours.","Notre équipe informatique peut diagnostiquer rapidement les problèmes réseau pendant les heures de pointe.","She asked the mechanic to diagnose why the car was making a strange noise.","Elle a demandé au mécanicien de diagnostiquer pourquoi la voiture faisait un bruit étrange.","The technician will diagnose the issue promptly.","The / technician / will / diagnose / the / issue / promptly.","Please diagnose any errors in the software and ensure it runs smoothly before deployment.","Please / diagnose / any / errors / in / the / software / and / ensure / it / runs / smoothly / before / deployment.","The project manager asked the QA team to diagnose all potential bottlenecks in the production pipeline before the final release.","The / project / manager / asked / the / QA / team / to / diagnose / all / potential / bottlenecks / in / the / production / pipeline / before / the / final / release."
"305","drastically","adverb","de façon drastique","The company drastically reduced its expenses this quarter.","La société a drastiquement réduit ses dépenses ce trimestre.","We drastically improved customer satisfaction after the new training program.","Nous avons drastiquement amélioré la satisfaction client après le nouveau programme de formation.","The flight was drastically delayed due to severe weather conditions.","Le vol a été drastiquement retardé en raison des conditions météorologiques sévères.","The company drastically cut its expenses.","The / company / drastically / cut / its / expenses","Our new marketing strategy drastically increased sales across all regions this year.","Our / new / marketing / strategy / drastically / increased / sales / across / all / regions / this / year","Despite the initial setbacks, the project team drastically accelerated development to meet the tight deadline on schedule.","Despite / the / initial / setbacks, / the / project / team / drastically / accelerated / development / to / meet / the / tight / deadline / on / schedule"
"306","defective","adjective","défectueux","The defective product was returned to the supplier.","Le produit défectueux a été retourné au fournisseur.","She noticed a defective wiring in the new office equipment.","Elle a remarqué un câblage défectueux dans le nouvel équipement de bureau.","Our quality control team identified several defective units before shipment.","Notre équipe de contrôle qualité a identifié plusieurs unités défectueuses avant l'expédition.","The defective item was found during inspection.","inspection / item / found / defective / The / was / during","During the audit, we discovered a defective component that could compromise safety.","audit, / compromised / During / we / component / could / safety. / defective / that / a / discover / the / found","The customer reported that the newly installed system was defective, leading to significant downtime and loss of productivity.","customer / The / significantly / report / system / was / new / installed / leading / downtime / loss / productivity / defective, / that / to / and / of"
"307","differential","noun","différentiel","The company uses a differential to calculate the cost difference between two product lines.","L'entreprise utilise un différentiel pour calculer la différence de coût entre deux lignes de produits.","In the meeting, we discussed how the differential impact of marketing strategies affects sales figures.","Lors de la réunion, nous avons discuté de l'impact différentiel des stratégies marketing sur les chiffres de ventes.","The engineer explained that the differential pressure sensor is crucial for accurate measurements.","L'ingénieur a expliqué que le capteur de pression différentielle est essentiel pour des mesures précises.","The manager reviewed the differential report.","The / manager / reviewed / the / differential / report","During the audit, the auditor noted a significant differential in expense allocations.","During / the / audit / , / the / auditor / noted / a / significant / differential / in / expense / allocations","After analyzing quarterly data, the finance team identified a subtle differential that could influence future budgeting decisions.","After / analyzing / quarterly / data / , / the / finance / team / identified / a / subtle / differential / that / could / influence / future / budgeting / decisions"
"308","draw","verb","dessiner","Please draw the diagram on the whiteboard.","Veuillez dessiner le diagramme sur le tableau blanc.","She will draw a portrait during her art class.","Elle dessinera un portrait pendant son cours d'art.","The company wants to draw up a new marketing plan.","L'entreprise souhaite élaborer un nouveau plan de marketing.","I will draw a quick sketch.","I / will / draw / a / quick / sketch","The manager asked the team to draw a detailed report by Friday.","The / manager / asked / the / team / to / draw / a / detailed / report / by / Friday","During the quarterly meeting, the analyst will draw a comprehensive financial forecast for the upcoming fiscal year.","During / the / quarterly / meeting, / the / analyst / will / draw / a / comprehensive / financial / forecast / for / the / upcoming / fiscal / year"
"309","definite","adjective","définitif","The company has a definite plan for the next quarter.","L'entreprise a un plan définitif pour le prochain trimestre.","She gave a definite answer to the question about travel arrangements.","Elle a donné une réponse définitive à la question sur les arrangements de voyage.","We need a definite deadline before we can proceed with the project.","Nous avons besoin d'une date limite définitive avant de pouvoir poursuivre le projet.","The meeting will have a definite agenda.","The / meeting / will / have / a / definite / agenda","Our team must reach a definite conclusion by Friday to finalize the contract.","Our / team / must / reach / a / definite / conclusion / by / Friday / to / finalize / the / contract","Despite the uncertainty, the manager insisted on a definite timeline for the rollout of the new software across all departments.","Despite / the / uncertainty, / the / manager / insisted / on / a / definite / timeline / for / the / rollout / of / the / new / software / across / all / departments"
"313","disagree","verb","ne pas être d’accord","I disagree with the proposed budget plan.","Je ne suis pas d'accord avec le plan budgétaire proposé.","She disagreed when asked to extend the deadline.","Elle a refusé lorsqu'on lui a demandé de prolonger la date limite.","We all disagreed on the best marketing strategy.","Nous avons tous été en désaccord sur la meilleure stratégie marketing.","I disagree with the proposal","I / disagree / with / the / proposal","The team disagreed about the new project timeline","The / team / disagreed / about / the / new / project / timeline","Despite the manager's insistence, several employees disagreed on the revised policy implementation plan","Despite / the / manager's / insistence, / several / employees / disagreed / on / the / revised / policy / implementation / plan"
"310","director","noun","directeur","The director will review the quarterly report tomorrow.","Le directeur examinera le rapport trimestriel demain.","She was appointed as the new director of marketing.","Elle a été nommée nouvelle directrice du marketing.","The film's director praised the actors for their performance.","Le réalisateur du film a félicité les acteurs pour leur prestation.","The director approved the budget.","The / director / approved / the / budget","After the meeting, the director discussed the new project timeline with the team.","After / the / meeting, / the / director / discussed / the / new / project / timeline / with / the / team","The director of operations will oversee the implementation of the updated safety protocols across all facilities.","The / director / of / operations / will / oversee / the / implementation / of / the / updated / safety / protocols / across / all / facilities"
"312","definitely","adverb","définitivement","We will definitely meet the deadline.","Nous allons définitivement respecter la date limite.","The customer definitely wants a refund.","Le client veut absolument un remboursement.","She definitely prefers coffee over tea.","Elle préfère sans aucun doute le café au thé.","I definitely need to finish this task.","task / I / this / finish / need / definitely / to","They will definitely consider the proposal before making a decision soon.","decision / they / soon / will / before / consider / the / proposal / making / definitely / a","Despite the challenges, we will definitely implement the new policy to improve customer satisfaction by next quarter.","policy / next / challenges, / by / we / improve / definitely / the / will / new / satisfaction / implement / to / quarter / the / challenges, / this / the"
"311","drawer","noun","tiroir","Please open the drawer to check the documents.","Veuillez ouvrir le tiroir pour vérifier les documents.","The drawer in my office contains all the meeting notes.","Le tiroir de mon bureau contient toutes les notes de réunion.","I put the receipt in the drawer for later reference.","J'ai mis le reçu dans le tiroir pour référence ultérieure.","Please close the drawer now.","drawer / Please / now / close / the","The manager asked me to pull out the drawer and organize the files.","files / the / pull / manager / the / organize / drawer / asked / me / to / out / and","During the audit, we discovered that the drawer had been left open, exposing confidential information to unauthorized staff.","staff / during / audit, / unauthorized / drawer / had / the / exposing / open, / left / information / confidential / to / we / discovered / that"
"314","drive","verb","conduire","I will drive the company to success.","Je conduirai l'entreprise vers le succès.","She drives her car every morning to work.","Elle conduit sa voiture chaque matin pour aller travailler.","The manager asked him to drive the project forward.","Le gestionnaire lui a demandé de conduire le projet en avant.","He drives the truck daily.","He / drives / the / truck / daily","They will drive the new product launch through marketing efforts successfully.","They / will / drive / the / new / product / launch / through / marketing / efforts / successfully","Despite the heavy traffic, she drove the team to the conference venue on time without delay.","Despite / the / heavy / traffic, / she / drove / the / team / to / the / conference / venue / on / time / without / delay"
"315","degree","noun","degré","The company offers a degree in marketing to its employees.","L'entreprise propose un diplôme en marketing à ses employés.","She earned a degree from the university last year.","Elle a obtenu un diplôme de l'université l'année dernière.","We need to calculate the temperature degree for the experiment.","Nous devons calculer le degré de température pour l'expérience.","The degree is required for this position.","required / The / position / this / degree / is / for","Applicants must have a degree in business administration or related field.","field / must / degree / Applicants / related / business / administration / a / in / or / have","During the training session, participants will discuss how to apply their degrees to real-world projects.","projects / will / during / their / training / participants / real-world / discuss / to / degree / apply / session, / how / the / degrees"
"317","drop","noun","goutte","Please take a drop of the solution.","Veuillez prendre une goutte de la solution.","The drop fell onto the floor.","La goutte est tombée sur le sol.","He noticed a small drop on the glass.","Il a remarqué une petite goutte sur le verre.","She dropped a drop of ink.","She / dropped / a / drop / of / ink","The technician measured the drop carefully before adding it to the mixture.","The / technician / measured / the / drop / carefully / before / adding / it / to / the / mixture","During the experiment, each drop was recorded precisely to ensure accurate results for the final analysis.","During / the / experiment, / each / drop / was / recorded / precisely / to / ensure / accurate / results / for / the / final / analysis"
"316","disagreement","noun","désaccord","The two departments had a disagreement over the budget allocation.","Les deux départements ont eu un désaccord concernant l'allocation du budget.","A disagreement between the manager and the employee led to a meeting.","Un désaccord entre le gestionnaire et l'employé a conduit à une réunion.","During negotiations, a disagreement arose about the contract terms.","Pendant les négociations, un désaccord est survenu concernant les termes du contrat.","There was a disagreement in the meeting.","meeting / The / in / a / was / there / disagreement","The project team encountered a disagreement regarding the timeline and deliverables.","project / The / deliverables / team / regarding / encountered / timeline / a / disagreement / the / and","Despite initial consensus, a disagreement emerged between stakeholders over resource allocation, causing delays in the rollout.","resource / Despite / stakeholders / causing / delays / a / initial / allocation, / agreement? / between / rollout / emerged / the / over / consensus, / in"
"318","delay","noun","retard","The flight delay caused many passengers to miss their connections.","Le retard du vol a fait que de nombreux passagers ont manqué leurs correspondances.","We apologize for the delay in processing your order.","Nous nous excusons pour le retard dans le traitement de votre commande.","Due to unexpected traffic, there was a delay at the conference entrance.","En raison du trafic inattendu, il y a eu un retard à l'entrée de la conférence.","The meeting will be delayed tomorrow.","The / meeting / will / be / delayed / tomorrow","Please note that the delivery delay may affect your project timeline.","Please / note / that / the / delivery / delay / may / affect / your / project / timeline","Despite our best efforts, the unexpected software update caused a significant delay in the production schedule.","Despite / our / best / efforts, / the / unexpected / software / update / caused / a / significant / delay / in / the / production / schedule"
